,loannumber,loanamount,totaldue,termdays
8a858ea35d0e2226015d0e4cd68f1947,2,10000,13000,30
8a858ea9587a961d015885a62b275a8f,2,10000,13000,30
8a858eb858b1a6d20158b9593d3f20db,9,30000,34500,30
8a858ec358dc5c130158e86849701295,5,15000,18375,30
8a858ee0560bc07701560e3c10544572,4,10000,13000,30
8a858ee65be8d42d015be90352a8166d,3,10000,13000,30
8a858eee5872716901587644c4391794,8,30000,34500,30
8a858f01588603fa0158872e60af68d0,5,10000,13000,30
8a858f085a477386015a488df8db7111,4,20000,24500,30
8a858f1554da2c400154dd8939c56b1f,3,10000,11500,15
8a858f1b5b256bc9015b2f810016616c,7,10000,11500,15
8a858f2656e154de0156e4eb81786821,8,10000,13000,30
8a858f295c8d307f015c93a9ccda7eb7,2,10000,13000,30
8a858f2c5ca72bae015caa81ef264a58,2,10000,13000,30
8a858f335c8d9723015c9706f48f4116,3,10000,11500,15
8a858f385b34d285015b351d132b3ae8,4,20000,24500,30
8a858f4156939c3c0156b3061f4d69cf,9,40000,48000,60
8a858f4b55df0f530155ee9754535666,10,40000,48000,60
8a858f555cacacdf015cb06242e03e45,2,10000,11500,15
8a858f595ccb6f86015cce03949b43a9,2,10000,11500,15
8a858f5e5cb23c77015cb25bd0a3073c,2,10000,13000,30
8a858f61560bc0e501561e222be3280d,3,10000,11500,15
8a858f6c5bf84cd0015bf8b8239327b2,3,10000,13000,30
8a858f73594ab1ea01595e72de584bca,7,15000,18375,30
8a858f7e5ba0189c015ba4b79b8c2d5b,5,20000,22250,15
8a858ee25ca1a0f9015ca1c488821488,3,10000,13000,30
8a858ee755a0c84a0155b7028fea49b6,11,30000,39000,60
8a858eef5554890501556dcff6f9065f,8,20000,24500,30
8a858ef45cd09b8c015cd4d82f22728d,2,10000,13000,30
8a858efd5ca70688015caae5f9275628,2,10000,11500,15
8a858f03582a54c3015830069801577c,6,20000,24500,30
8a858f085b494826015b54791d4f0126,5,20000,24500,30
8a858f1554e294490154f2d722955866,12,40000,44000,30
8a858f1b5b256bc9015b2f5280ff57dd,3,10000,11500,15
8a858f275591bf5d01559733c8767113,5,20000,24500,30
8a858f2b5c11cabe015c136a30940ae3,3,10000,13000,30
8a858f335c8d9723015c93e33d5e77fe,2,10000,13000,30
8a858f375cef1cbc015cef217cd302fe,2,10000,11500,15
8a858f415ba54724015baa6a28020272,3,10000,13000,30
8a858f565b683b56015b800206d93f22,4,20000,24500,30
8a858f5e5566567d01557540adc15a20,9,10000,11500,15
8a858f6c570f2d66015715196add220a,11,10000,11000,30
8a858f725be8d4ff015be90aaf642009,3,20000,24500,30
8a858f7c59ab662b0159abe159a14a59,2,10000,13000,30
8a858f915a3bd604015a3c5c4c124545,7,30000,34500,30
8a858f9a5b33cc48015b3405c30f3d7b,4,10000,11500,15
8a858fa05b62bcf3015b62c49d9b067c,3,10000,13000,30
8a858fa45bd95e9a015bdd6141823e52,3,10000,13000,30
8a858fb0582a54ba01582d4dfcd567ee,9,30000,34500,30
8a858fba5cd5feee015cd9f99f38135a,2,10000,13000,30
8a858fcb5b00cc54015b0c32ba401c99,6,10000,13000,30
8a858fd3552c756201554516fae7359e,12,30000,34500,30
8a858fe8586deed301586f1b2e7d41f2,8,30000,34500,30
8a858ff25c88461c015c885b45fb0b28,2,10000,11500,15
8a858ffa5adb9abd015adbe07c2c2e52,7,30000,39000,60
8a85888c54a05b820154aa79afb15290,8,20000,24500,30
8a8588fd53c244bc0153c9c031e76307,7,20000,24500,30
8a85895054a061920154a97b3a201bf9,7,30000,34500,30
8a8589a453bc422d0153c78133226c26,10,40000,48000,60
8a8589c1545181f301546606804130a2,2,10000,13000,30
8a858e035693e02901569484c15f3bf1,9,40000,44000,30
8a858e135cb22031015cb663b7c54fa9,2,10000,13000,30
8a858e1d5cd58f9e015cdfe7c50d380b,2,10000,12500,30
8a858e325ac154c1015ac67cfc136cf3,5,20000,24500,30
8a858e3c5853733801586a30c5c04575,9,30000,39000,60
8a858e495bf8527e015bf9ec3e176b75,4,10000,13000,30
8a858e585693982b0156adecb6c42cdb,11,40000,44000,30
8a858e655a047d1a015a142bd3e7145f,7,30000,34500,30
8a858e6a5bfd4b54015c02171e1660b1,3,20000,22250,15
8a858e6c5c88d145015c9624de8056f3,2,10000,13000,30
8a858e705668e16701568e128474421a,2,10000,11500,15
8a858e785c8d9167015c92299ef81a09,2,10000,13000,30
8a858f8a5a424041015a4673217f2c18,4,20000,24500,30
8a858f975c4582c4015c4e2ba05c62b5,3,10000,13000,30
8a858f9f5bd99987015bdc921fb36531,2,10000,13000,30
8a858fa154e2912f01550b96c0520352,12,40000,44000,30
8a858fb65a4bf70d015a4c41e5112d73,5,20000,24500,30
8a858fc15cd06c32015cd429b6951f35,2,10000,11500,15
8a858fd3552c7562015562a28e7672a4,11,40000,48000,60
8a858fd85507735701550d82f1b723ff,19,20000,20500,15
8a858ff45be92ea2015be9cb6e5b3a89,5,20000,24500,30
8a85881053bc33670153c7a4d2685aa0,8,10000,11125,15
8a858899538ddb8e0153a780c56e34bb,22,40000,43500,30
8a8588fd53c244bc0153c7b2842d093b,17,35000,38500,30
8a85895054a061920154a9c8935d351f,2,10000,13000,30
8a8589a053acc39e0153aff9bbd7238a,12,40000,48000,60
8a8589b953d0be470153d20503ec69ee,12,50000,57500,90
8a858e045b495c30015b54075ab043e5,4,15000,18375,30
8a858e185b4923b4015b50807fef1ab5,4,20000,24500,30
8a858e1e54e2aa5a0154e2e87bf317e5,11,30000,34500,30
8a858e345be813ea015becdece40410d,2,10000,11500,15
8a858e3c5cac9fcc015cacb7b97a0977,2,10000,13000,30
8a858e4456ced8470156d1fdea681a74,2,10000,11500,15
8a858e585693982b01569e0079561fb1,7,30000,39000,60
8a858e645591c24b01559aebf3576da3,4,20000,24500,30
8a858e675c3fe0a1015c5315aaae176a,3,10000,12500,30
8a858e6f5bce1023015bce19dbbf038d,3,20000,24500,30
8a858e735c5a4bed015c5d0ab47242fb,2,10000,11500,15
8a858e7e5b159af5015b16e181485f15,7,30000,39000,60
8a858e885c63d379015c6908c6fa1856,2,10000,13000,30
8a858e905d41e83b015d487d09274ec7,2,10000,13000,30
8a858e955cf51403015cf8be51125400,2,10000,11500,15
8a858e9d5bfd7037015c0baee4de3547,2,10000,13000,30
8a858ea75b1fd476015b2013ccc13238,3,10000,11500,15
8a858eb45876dcc5015885b5a2c16618,9,30000,34500,30
8a858eba5591bf2801559680580a1f9e,17,60000,68100,90
8a858ec555f96a9a0156020f154c1b12,9,40000,48000,60
8a858ed4584472cf01584510df1d30d8,11,15000,17250,30
8a858edb5bd936e4015bddd8e11a30e0,3,10000,13000,30
8a858ee755a0c84a0155bfe660ea0bcc,9,15000,17250,30
8a858efe5bca0a81015bcd3ec30c6022,4,10000,12250,30
8a858f0455d9feaf0155f5a8886a283c,4,10000,13000,30
8a858f08582a51bc01582e67a7e115a2,13,40000,44000,30
8a858f255cb1710a015cb4d46c3074f7,2,10000,13000,30
8a858f2c5ca72bae015ca788ffeb3aa3,2,10000,13000,30
8a858f305c8dd672015c9246679f1d31,2,10000,13000,30
8a858f365b2547f3015b2fa36f67322c,8,30000,34500,30
8a858e875b910dfe015b9e85091b69f4,7,40000,44000,30
8a858e8d56b784480156b9e9f16a0420,14,40000,44000,30
8a858ea55b817cc8015b81ae858c1f85,3,10000,11500,15
8a858eb95591bf0001559220e85e1b16,5,10000,11500,15
8a858ec25a422913015a42b9e0544f59,5,20000,24500,30
8a858ed25ba09f98015ba1b5e0dc39b0,4,20000,24500,30
8a858eda5c8863ff015c8d8a12d74ddd,2,10000,13000,30
8a858edf57f78fed0157fca0738d7cc5,10,30000,34500,30
8a858ef7599330e0015993a222542644,7,10000,11500,30
8a858f0455d9feaf0155de5fb2393a0c,10,40000,48000,60
8a858f075b58beb8015b58cc08160e4e,2,10000,13000,30
8a858f185b390ca6015b392e46cd20ee,5,20000,24500,30
8a858f225bfdb280015c0f84efe85e63,4,20000,24500,30
8a858f2a5b3f2121015b3f5f26bb38c8,4,20000,24500,30
8a858f345c172fb3015c17dbd31a2d7c,4,20000,22250,15
8a858f3c5a13bebf015a13ca0dfb0de8,7,30000,39000,60
8a858f5856373f8801564d08bbbf26f4,5,20000,24500,30
8a858f5f5b39bb0c015b3a38ded96c67,2,10000,11500,15
8a858f675b8b8df9015b8bb25ccf1d0a,5,20000,22250,15
8a858f7958b0a4a80158b4e352b6367b,8,20000,23000,30
8a858f845d13beed015d167bbf1802b2,2,10000,11500,15
8a858f98560bbe110156218cd2a94514,14,40000,44000,30
8a858fa05cf48427015cf4d2ebec2db5,2,10000,11500,15
8a858faa56dffac60156fe48a78656b9,2,10000,11500,15
8a858fb75cc4c299015cc53618c94218,2,10000,13000,30
8a858fbd5cd6054a015cdf37c6fb7a22,2,10000,13000,30
8a858fd85b66d5c1015b66f5ae28185f,4,10000,11500,15
8a858fe758dc437a0159029c13e9186c,10,30000,34500,30
8a858ff05b1ac77f015b1ac8027f0073,9,30000,34500,30
8a85884e54be33290154c7d802b73042,15,30000,33000,30
8a8588dc536a141301536b1506f20efb,10,40000,44000,30
8a858966538deb1901539d3459133c24,6,10000,11500,15
8a8589b953bc23f70153cb94556a2f7c,11,30000,33000,30
8a858e045cd5b1d6015cdf06e4dc7e71,2,10000,13000,30
8a858e0c552ae0b80155504019352754,9,30000,34500,30
8a858e205c21d53a015c237cb6fd1fe7,3,10000,13000,30
8a858e245b680423015b70e6d3300586,2,10000,13000,30
8a858e2e5bb57a37015bc94eaa083a35,3,10000,11500,15
8a858e0a5668e69c01567fd20d2f6854,15,50000,57500,90
8a858e0f58afbace0158b64e22de02b4,8,15000,17250,30
8a858e225a1e98ab015a1f5c431d33b4,7,30000,34500,30
8a858e295b430433015b430c1f9506d6,2,10000,11500,15
8a858e365c16bcef015c16d0f1a50a32,3,10000,13000,30
8a858e3d55ca3ef60155cef965907bdc,2,10000,11500,15
8a858e535bab293b015bb3adfe690ad4,4,10000,11500,15
8a858e5b5ca767e1015cabb669de1afd,2,10000,13000,30
8a858e685c174778015c17b6dcd62495,3,10000,11500,15
8a858e6c5bd3fbff015bd6c602636a07,6,20000,24500,30
8a858e765507208301552107bcd95612,9,15000,18375,30
8a858e8457f7a42a0157fff1ed9d0929,10,15000,16687.5,15
8a858e8d5c35bc85015c36001c1a1ff2,3,10000,11500,15
8a858eaa55a0b8ae0155ad2cab5e49cc,2,10000,12500,30
8a858eaf570f3a0a0157230080664ee0,3,20000,24500,30
8a858eba5b681df4015b744d11505f26,4,20000,24500,30
8a858ec6560bc09801561c5452dd7610,9,20000,24500,30
8a858ece5d1e42c3015d2932d79e6781,2,10000,11500,15
8a858edb5bd936e4015bdf8a95d7656a,5,10000,11500,15
8a858ede5ca210f0015ca365343066f5,2,10000,13000,30
8a858ee25ceeabba015ceec74ea50f9a,2,10000,11500,15
8a858eed5756fb0e01576bf110494f12,3,10000,13000,30
8a858f035ab947e3015abdb1094c6d45,7,10000,10750,15
8a858f075b58beb8015b598406815852,5,20000,24500,30
8a858f0d5a859ac0015a85b7eed311de,2,10000,13000,30
8a858f155554552501555588ca2b3b40,7,20000,24500,30
8a858f1b5b256bc9015b2fa302006abc,3,10000,13000,30
8a858f2d5aeb9c48015aebefa3c75288,6,20000,22250,15
8a858f305cb1ec4e015cbc9a5cf92a88,2,10000,13000,30
8a858f375b493337015b4960fac31fe7,4,10000,13000,30
8a858f3d5bfc954e015bfcaf90e1114b,2,10000,13000,30
8a858f495a70f465015a7a2f376a4a49,2,10000,11500,15
8a858f505ca7b434015cab44ff13392a,2,10000,11500,15
8a858f5856373f8801563cd1b3272f9c,9,30000,34500,30
8a858f7d5be8748c015be8cf8e2641dc,4,20000,22250,15
8a858f8c5ca0e7fe015ca0e9889a0146,2,10000,13000,30
8a858f935ca09667015ca0e50f083552,2,10000,13000,30
8a858f975c4582c4015c53d3a3a2351c,2,10000,11500,15
8a858fa45bd95e9a015bde4d41406ebf,3,20000,24500,30
8a858faf55d95d930155e4afbc7449ae,8,10000,13000,30
8a858fb4563228d20156332f55df3106,16,50000,52500,30
8a858fc45c21da6f015c26afed6d0c03,3,10000,13000,30
8a858fc75b90e6b5015b9b821b06328c,3,10000,13000,30
8a858fd75bb62bbe015bbdabe1721000,6,30000,34500,30
8a858fdb5d19348a015d1cc7eb0e4d20,2,10000,11500,15
8a858fe758dc437a0158fd72d384604e,7,10000,11500,15
8a858f965bb63a25015bbb332f6f7592,4,20000,24500,30
8a858f995a4762a5015a476f8c700bb8,6,20000,24500,30
8a858fa25be814a2015be81e409d0a14,3,10000,13000,30
8a858fa95c695f85015c6ad88de2572d,2,10000,11500,15
8a858faf5679a838015692cc16b01ce1,2,10000,13000,30
8a858fb959976ce00159a0c2d6453d0c,5,10000,11500,15
8a858fcb5bab1fda015bae1de6d35266,7,30000,34500,30
8a858fd85b685607015b7d3304aa2ff4,2,10000,13000,30
8a858fe45a8360a7015a837d5be20d9b,8,25000,28750,30
8a858fec5c169ff0015c16a935bc04b2,4,20000,24500,30
8a858ff55b444a8c015b47b51e0e78f9,4,20000,24500,30
8a85886e54beabf90154bf4062f42d84,16,40000,44000,30
8a85891e53ad0e6b0153bdec607d1d0c,12,30000,33000,30
8a858e035693e0290156a30b341d7026,11,40000,48000,60
8a858e105bd92644015bdb6b69395d10,3,10000,13000,30
8a858e16562dbf18015631258ed16411,4,10000,13000,30
8a858e245a5c008c015a5c266238148c,5,20000,24500,30
8a858e2e5bb57a37015bbe3c1af53cac,3,20000,24500,30
8a858e3957d7ca4e0157dd41757b30dd,3,10000,13000,30
8a858e455c1bf763015c1e4b3fcd7b98,3,10000,13000,30
8a858e535bab293b015babc929a521d1,2,10000,13000,30
8a858e645591c24b0155a059b3f27431,2,10000,13000,30
8a858e6a5bfd4b54015c0d136472048e,2,10000,11500,15
8a858e6f5cd5e874015cd6d7e2af36ad,2,10000,13000,30
8a858e7855113fb7015522e6b858084b,19,40000,48000,60
8a858e7c5c78b1ff015c796688235b84,2,10000,13000,30
8a858e9059ff9e79015a0246bf7c4f02,6,20000,24500,30
8a858e935cedfe55015cee71530e4d2c,2,10000,13000,30
8a858e9b5a69f076015a69fd874304e1,3,10000,11500,15
8a858ea3556609560155775d89496cd5,7,10000,13000,30
8a858eac5b3ece95015b3f17c44d57ff,5,20000,24500,30
8a858eba5b681df4015b6e0c99d3697f,5,20000,23000,30
8a858ec25a4d1d16015a5004af0d4d20,5,20000,22250,15
8a858ece5cd05041015cd1aaf05e0329,2,10000,13000,30
8a858ed759ffb4d1015a02d41aa95acf,5,10000,11500,15
8a858ee55cb156e6015cb65fb1926ae0,2,10000,13000,30
8a858eef55548905015569ca99fe1368,8,20000,24500,30
8a858f00590ac4e70159170bde1b1880,5,10000,13000,30
8a858f055c831d5b015c838085fc29f5,2,10000,11500,15
8a858f0b5c1a493e015c1ab9b7c82a38,3,10000,13000,30
8a858f185d1daff6015d227c61832b3e,2,10000,13000,30
8a85880353acff880153b4d9bf104630,15,40000,48000,60
8a8588dc536a141301537b3f489b0501,15,10000,13000,30
8a858928548fb121015496238670164a,2,10000,13000,30
8a8589595384a85301538ab9e183018a,4,20000,24500,30
8a8589a053acc39e0153b217f3d031cb,9,30000,33000,30
8a858e0256b781d80156c6df35664c92,14,40000,44000,30
8a858e0a565e71c40156652b73613d66,3,10000,13000,30
8a858e0f5c45466f015c5469454d1227,2,10000,13000,30
8a858e195b90e512015b99fbb1dc677a,2,10000,13000,30
8a858e205c21d53a015c2b38026238b9,3,10000,13000,30
8a858e245c214660015c3397e4db389a,3,10000,11500,15
8a858e345a13cc50015a181a44d8023e,2,10000,13000,30
8a858e3e5b3ee747015b3f0a08cb34f8,7,30000,34500,30
8a858e4f58b9f0b40158d31e17fc2a7e,10,30000,34500,30
8a858e5a5be99e1c015be9e56ea00fde,2,10000,11500,15
8a858e685acda506015acee39e45493b,3,10000,11500,15
8a858e6c5c88d145015c92c49dec0023,2,10000,13000,30
8a858e775c362114015c3b23d88c3266,3,10000,13000,30
8a858e875b910dfe015b9b598dfc49c5,4,20000,24500,30
8a858e8d56b784480156c16a09706bd5,6,30000,34500,30
8a858ea75cef5535015cf37324bc186a,2,10000,13000,30
8a858eb456e0b94901570468c2e92846,3,10000,13000,30
8a858eb95b8c2f6e015b900548676660,4,10000,12250,30
8a858ecd5b81e1a6015b823c01ee2725,5,20000,24500,30
8a858eda552adcc201553deed53a2493,10,40000,44000,30
8a858ede5ca210f0015ca340de706114,2,10000,11500,15
8a858ee45a1e6afb015a22a2e525677b,8,10000,13000,30
8a858ee755a0c84a0155bec1d8244afe,8,30000,34500,30
8a858ef25c8393f8015c869c9c1265c1,2,10000,13000,30
8a858f0456511c94015651febebc3c0d,8,40000,44000,30
8a858f1f5c59cd91015c5b12c9e4715c,2,10000,13000,30
8a858f295ca6f581015ca77afccb5d6d,2,10000,11500,15
8a858f305c8dd672015c970cc60d3014,2,10000,13000,30
8a858f3455a0d8070155a7d4ff5b3345,3,10000,13000,30
8a858f4156939c3c015693a5a85504cb,3,20000,24500,30
8a858f505ca7b434015cab8f6a696786,2,10000,13000,30
8a858f6057e2dba50157edb735e75aaf,5,10000,13000,30
8a858f6a5d1e09b3015d227616690c90,2,10000,11500,15
8a858f7959db5e8c0159df170d345379,3,10000,13000,30
8a858f8f5bfd3cfa015c0c27b9167289,3,10000,13000,30
8a858f965bb63a25015bc2ddf2577416,4,20000,24000,30
8a858f9d5668e3f101566f169e355a6b,4,15000,18375,30
8a858fa154e2912f0154e2f6b3da1e13,10,30000,34500,30
8a858fa459e0a1340159ec74c24a744b,4,15000,18375,30
8a858faf56939fea0156954f195d4ffb,11,40000,48000,60
8a858fb65b2020b2015b205fe7a63993,5,20000,24500,30
8a858fbf5b3a0b46015b3d3cf15c02dc,3,10000,13000,30
8a858f1e5cc4bc81015cc548e1eb5206,2,10000,13000,30
8a858f265cfa1a64015d0906c8d50f79,2,10000,13000,30
8a858f2e5cd09481015cd4e1d27711f2,2,10000,13000,30
8a858f365b2547f3015b2fab0f4f345b,9,30000,39000,60
8a858f435aa9712e015aaa0bc4f46db1,5,20000,24500,30
8a858f4c5bc9eb48015bcb86cee34584,5,10000,13000,30
8a858f6c570f2d6601571e8ee2d02bde,13,30000,33999.9,30
8a858f765c113fe5015c115c296e11f0,2,10000,13000,30
8a858f8e5b8c34d3015b8e76dac7657b,2,10000,11500,15
8a858f965c6950da015c7c383abc69c6,2,10000,11500,15
8a858fa057e2a0a50157f1ffa5f228a0,10,10000,11125,15
8a858fa25cfa127c015cfa25cc64082f,2,10000,13000,30
8a858fa95b631878015b6361346f403a,3,10000,13000,30
8a858fab5cd5e1a7015cdb58471a5314,2,10000,11500,15
8a858faf5a28ca05015a2bb646ba4e30,6,30000,39000,60
8a858fbd5cd6054a015ce40a0d000a54,2,10000,11500,15
8a858fd55c45ba15015c4b43ba2327ed,4,20000,24500,30
8a858fda5c3b0f1c015c3f39f2644e74,2,10000,13000,30
8a858fe8555f401f0155656d56824aff,5,20000,24500,30
8a858ff35acdd593015ad12db5593535,8,30000,34500,30
8a858ffb5b350b52015b388c6bbe729a,6,20000,24500,30
8a1a1e7e4f707f8b014f797718316cad,5,30000,39000,60
8a85888c548fb3d50154947fe59c32cf,22,50000,52500,30
8a8588dd54a3ead30154ada314c44e09,7,30000,39000,60
8a8588fd53f1099e015400dd349f073e,10,30000,34500,30
8a858957536752f3015375a5f55e5eaa,10,10000,13000,30
8a858e035693e0290156a25513ae35a6,7,30000,34500,30
8a858e0b5cf4883c015cf56488eb4d41,2,10000,13000,30
8a858e135cb22031015cb7f9700e06f8,3,10000,12500,30
8a858e215afc0662015affe525c27d00,5,15000,16687.5,15
8a858e245c214660015c2a00339953d3,2,10000,13000,30
8a858e3654e2a8240154e72ee7022fb0,9,15000,18375,30
8a858e4157e2d76b0157e9326ba54ec9,6,30000,39000,60
8a858e4b5a94ae68015aa0a805c10a1a,6,10000,11500,15
8a858e6059e0a7080159eaed2c724220,2,10000,13000,30
8a858e625c8d993a015ca08967f80999,2,10000,13000,30
8a858e6c5c88d145015c9caa6c0f328c,2,10000,13000,30
8a858e705668e167015669c8cc67271a,9,40000,44000,30
8a858e775b10631f015b106dec5e0758,2,10000,13000,30
8a858e875b910dfe015b9ad5d2a2413d,4,10000,12500,30
8a858e945631db2f01563585f92111a4,12,50000,55000,60
8a858ea25bf369e4015bf72bd6e75e12,3,10000,11500,15
8a858eac59b758220159b7901c69174c,8,30000,34500,30
8a858eb4588604f701589b8ee6830979,7,10000,11500,30
8a858ec358dc5c130158f43410ba2b2d,4,10000,13000,30
8a858ec9590ad35d015923f4677d6f5e,4,20000,24500,30
8a858ed55844707601584471dfe400a5,9,30000,34500,30
8a858f4655ca643c0155ca7931a90537,2,10000,13000,30
8a858f505c7e3a50015c81f70ee35ff5,3,10000,13000,30
8a858f565b683b56015b6e9302a77dd1,4,10000,12500,30
8a858f5c5ad7d927015adc131c314be0,5,20000,24500,30
8a858f605b911d60015b9c7ded557f4b,4,10000,12250,30
8a858f6b570f2de901570f6e5a85207e,11,40000,44000,30
8a858f735922163501592c4f0de93a51,7,30000,34500,30
8a858f7e5c213ef4015c2a793b4e005d,3,10000,13000,30
8a858f8b57a6f4c20157adda48ff6235,5,20000,24500,30
8a858f955775750801577ba5e370562e,9,30000,39000,60
8a858f9a5c885f42015c8c56555f6071,2,10000,13000,30
8a858fa05cf48427015cf841cd9a7973,2,10000,13000,30
8a858fad5bf85d5e015bf8a88d381dd3,3,10000,13000,30
8a858faf56939fea01569d6ff37c3e9d,13,60000,68100,90
8a858fb4563228d2015646984d1d3f50,11,30000,34500,30
8a858fbc594a495c0159650b0ede204b,9,30000,34500,30
8a858fc55b2548dd015b28d40a9876fe,4,20000,24500,30
8a858fcd56b9f22c0156c18d8e2d280f,4,10000,13000,30
8a858fd45a4260bc015a4651a647586f,6,20000,24500,30
8a858fda56562f8f015658b4c484401f,14,40000,44000,30
8a858fe756939bbb0156b1970aae339a,6,30000,34500,30
8a858fee57005c96015703ab6c02708e,8,20000,24500,30
8a858ff05b1ac77f015b1ada0c9e123b,4,20000,22250,15
8a858ff55b444a8c015b4755aa3236bf,4,20000,24500,30
8a858ffd5c8d343d015c9c30ed1b77f5,2,10000,11500,15
8a6b87fe4d56512d014d57af446e7ad0,2,10000,11500,15
8a85886e54101890015410e5d5c83298,9,10000,11500,15
8a85890253e2f1180153e60ece4201a1,6,30000,34500,30
8a85895354a059690154be274bd235f2,10,30000,34500,30
8a8589c253ace09b0153bdb04bbc192f,12,40000,48000,60
8a858e035693e02901569ce8a75e0880,12,40000,44000,30
8a858e105b434e9e015b437dbfab3920,2,10000,13000,30
8a858e1b59fa11590159fa2239010639,7,30000,34500,30
8a858e205c21d53a015c30d563282210,2,10000,13000,30
8a858e255557edfe01556f9c8e4321ad,11,40000,44000,60
8a858e345a04f20b015a0ee4dd6b1c38,7,30000,39000,60
8a858e495cef1ef1015cf2969cc12781,2,10000,11500,15
8a858e5555780ea001557e7212a741c5,13,50000,57500,90
8a858e5d5c7e25b4015c7e443a870e39,2,10000,13000,30
8a858e64586254230158688871643bdc,10,30000,34500,30
8a858e6a5bfd4b54015c067c589f44c6,4,20000,24500,30
8a858e705668e16701567ab4dc885164,11,40000,44000,30
8a858e915bcde695015bce219c6a1969,5,20000,24500,30
8a858e945bee08de015bf11c95f2045f,2,10000,11500,15
8a858e9b56237632015626314c1a2a42,12,50000,57500,90
8a858ea555d9e6020155e65fe33d4af4,10,40000,48000,60
8a858eba5b681df4015b6cadb5ad434e,2,10000,13000,30
8a858e4357be1daf0157d3f044ce2aaf,4,10000,13000,30
8a858e495cef1ef1015cf16757660080,2,10000,11500,15
8a858e585693982b01569f23b93d4f5f,3,10000,13000,30
8a858e5f59daa31f0159dae64bfb2983,6,10000,13000,30
8a858e645654fdc40156551f17c80e06,11,40000,44000,30
8a858e6956939bac01569b259e5c7f89,9,40000,44000,30
8a858e6f5668e01701568d201f3343ca,6,30000,34500,30
8a858e725c3ae262015c3b08d771135e,3,10000,11500,15
8a858e8455f96c1c015603adbb74325e,3,10000,13000,30
8a858e885c87dee5015c881f237f214b,2,10000,12500,30
8a858e8e5ca1f1a8015ca24da25735e3,2,10000,13000,30
8a858e965b5e1b91015b5e9e40562c58,5,20000,22250,15
8a858ebd5b254c8b015b30e464503bb2,7,30000,34500,30
8a858ecb5bf33c30015bf3579f4e0e5b,3,10000,13000,30
8a858ed158f3044d0158fe3f0c3a48e7,3,10000,11500,15
8a858eda552adcc201553022b8a64b1d,5,30000,34500,30
8a858ee454da1cbd0154dd11d735299f,17,40000,44000,30
8a858ee9587f44aa0158819464010aa4,11,40000,48000,60
8a858ef358d4a48e0158ee3dafd51a43,13,30000,34500,30
8a858f0455d9feaf0155e51729974b16,4,20000,24500,30
8a858f0c5cef4be2015cf091fdad6659,2,10000,13000,30
8a858f155cee6b2a015cee768c910880,2,10000,13000,30
8a858f1e5cef1d91015cf2f349db517a,2,10000,13000,30
8a858f285d3ca5c4015d3cbb1f94073a,2,10000,11500,15
8a858f2e5876d7d001587838696001fc,10,15000,16687.5,15
8a858f415ba54724015ba9263d3152ec,2,10000,11500,15
8a858f485a5c6a7a015a5dd3c9464ca9,4,20000,24500,30
8a858f4f5511dca2015524e4a49e4727,3,10000,13000,30
8a858f585a6bfa1d015a700d765807a6,3,10000,13000,30
8a858f5e5cb23c77015cbe8aa980248c,2,10000,11500,15
8a858f615b1ffb14015b21d3541d018b,4,10000,13000,30
8a858f6a5d1e09b3015d2748857c7088,2,10000,11500,15
8a858f7d5cf9aef9015d0bcf7158560d,2,10000,11500,15
8a858f935760a61801576b84163733d3,9,30000,34500,30
8a858f9c56aaf37d0156b33ea59903c9,12,40000,48000,60
8a858fa154daefc00154e1dc8abf56db,3,10000,12250,30
8a858fa3586d20e001586e10a33b6821,10,20000,21500,15
8a858faa56dffac60156eed794613f9e,7,10000,11500,30
8a858fb4563228d201564fd7519f22a8,7,30000,34500,30
8a858fbc5cc666c8015cc9d4702c2b75,2,10000,11500,15
8a858fcc5cf4a563015cf83ebae84fe3,2,10000,13000,30
8a858fd35b5dfefb015b5e3c893626a2,4,10000,11125,15
8a858fd95b58cd70015b58e4ae861097,5,20000,22250,15
8a858fde56eb02280156f97f777e7683,4,10000,11500,15
8a858fe8586deed301586e1e5c961003,7,30000,34500,30
8a858ff05b909c1a015b90b058cb0df4,5,10000,13000,30
8a858ffd5c8d343d015c97e4929d0f31,2,10000,11500,15
8a858ec45577f83e0155825234ae7d29,7,30000,39000,60
8a858ec95afc0922015b09a286634c26,4,10000,12250,30
8a858edc5c7e7da5015c8166e88960b4,3,10000,13000,30
8a858ee55cb156e6015cb63f19146515,2,10000,11500,15
8a858eec5ca21dcb015ca463b66a6f36,2,10000,13000,30
8a858ef957365d52015751a2082e3103,11,30000,34500,30
8a858f005d1d8608015d1dd8e0a0320c,2,10000,13000,30
8a858f055b15b8d3015b16aac9694e88,5,10000,11125,15
8a858f0b5b439ebb015b43cf463d3e39,12,30000,34500,30
8a858f13556665aa015568a887180914,15,40000,44000,30
8a858f1a5ccb60ae015cccf036d254b1,2,10000,11500,15
8a858f265cfa1a64015cfd2e33a75f92,2,10000,13000,30
8a858f2c585375f00158688cf76b3db7,8,20000,24500,30
8a858f30551130db01552671554c51bc,5,10000,11500,15
8a858f3a5c10828d015c109746d20aee,2,10000,13000,30
8a858f4b55df0f530155e2e659f30f25,15,50000,52500,30
8a858f4f5511dca201552520822d5721,2,10000,13000,30
8a858f5f55f9698c0156076313646281,8,30000,34500,30
8a858f725b49c0c0015b525cb85f0552,5,20000,22250,15
8a858f8c5ca0e7fe015ca1217e0c1bcd,2,10000,13000,30
